Column,lat,lng,label_place_of_publication,20,city,country,language,dates_of_reprints,date,time,date 3,cartodb_id,translator_s,title,publisher,number_of_printings_and_or_editions,sales_figures_if_known,link_to_cover,link_to_sound_file_of_title,notes,source__w__worldcat__it__index_translationum,X_column,Column 23
175,34.64061259,50.87401919,Qom,Qom,Qom,Iran,Persian,0,2015,01/01/2015 00:00,,175,Majid Qolami Shahedi,Jane Eyre /جین ایر,Navid Zohur,1,NA,https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2015%20Qolami%20Shahedi.JPEG?role=personal,https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2015%20Qolami%20Shahedi.m4a?role=personal,,National Library of Iran: http://www.nlai.ir/,NA,
176,38.10103983,46.28135817,Tabriz,Tabriz,Tabriz,Iran,Persian,0,2016,01/01/2016 00:00,,176,Batul Jaʻfarzadeh,Jane Eyre /جین ایر,Yaran & Azarbaijan,1,NA,,,Abridged,National Library of Iran: http://www.nlai.ir/,NA,
198,35.6895582,51.38398935,Tehran,Tehran,Tehran,Iran,Persian,0,2016,01/01/2016 00:00,,198,Mahta Labafi,Jane Eyre /جین ایر,Shahr-i qesseh,1,NA,https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2016%20Labafi.jpg?role=personal,https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2016%20Labafi.m4a?role=personal,Translation of an adaptation for children by Maggie Pearson (2011),National Library of Iran: http://www.nlai.ir/,NA,
197,35.6895582,51.38398935,Tehran,Tehran,Tehran,Iran,Persian,0,2016,01/01/2016 00:00,,197,Sepideh Habibi,Jane Eyre /جین ایر,Mo'aseseh-ye negaresh-e elektronik-e ketab,1,NA,https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2016%20Habibi.JPEG?role=personal,https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2016%20Habibi.m4a?role=personal,Abridged illustrated version,National Library of Iran: http://www.nlai.ir/,NA,
200,35.6895582,51.38398935,Tehran,Tehran,Tehran,Iran,Persian,0,2017,01/01/2017 00:00,,200,Morvarid Qasempur,Jane Eyre /جین ایر,Matn-e digar/Badban,1,NA,,,,National Library of Iran: http://www.nlai.ir/,NA,
,52.24007029,21.0247647,Warsaw,Warsaw,Warsaw,Poland,Polish,0,1865,01/01/1865 00:00,,,Maria Faleńska,Joanna Eyre. Powieść / Jane Eyre. Novel,Tygodnik Mód (weekly – published in instalments),1,,,,Source: Jay Dillon Rare Books + Manuscripts,,,
326,51.40670283,19.70466312,Piotrków Trybunalski,Piotrków Trybunalski,Piotrków Trybunalski,Poland,Polish,2006,1880,01/01/1880 00:00,,326,Emilia Dobrzańska ,Janina. Powieść z angielskiego / Jane. English Novel ,Tydzień (weekly),2,NA,https://goo.gl/voLU61 https://goo.gl/YTj7dK,https://goo.gl/wA8o5o,"Abridged; published in instalments 1880-81. Source: Jagiellonian University card catalogue, with thanks to Dagmara Hadyna",Jagiellonian University card catalogue [with the help of: Dagmara Hadyna],NA,
324,50.1318534,19.40130989,Chrzanów,Chrzanów,Chrzanów,Poland,Polish,1922,1921,01/01/1921 00:00,,324,Zofia Sawicka,Sierota z Lowood. Powieść z angielskiego z kolorowanemi obrazkami / The Orphan of Lowood. An English Novel with colour pictures ,Ksiegarnia i Drukarnia Związkowa w Chrzanowie,2,NA,https://goo.gl/GHhnnv,https://goo.gl/pfM6pS,Abridged; version for children with illustrations. Source: Wojewódzka Biblioteka w Łodzi imienia Józefa Piłduskiego [Jozef Pilsudski Regional and Municipal Public Library in Lodz],Wojewódzka Biblioteka w Łodzi imienia Józefa Piłduskiego [Jozef Pilsudski Regional and Municipal Public Library in Lodz],NA,
327,52.40993157,16.9206493,Poznań,Poznań,Poznań,Poland,Polish,"1959, 1971, 1974, 1976, 1991, 1993, 1996, 1997, 1998, 2008, 2009",1930,01/01/1930 00:00,,327,Teresa Świderska,Dziwne losy Jane Eyre / The Strange Fate of Jane Eyre ,Księgarnia św. Wojciecha,12,NA,https://goo.gl/om49Fmhttps://goo.gl/J953dXhttps://goo.gl/JoN2Cvhttps://goo.gl/wkCmpL,https://goo.gl/2Ndt3Qhttps://goo.gl/nXid9D,"Canonical version, much reprinted",Biblioteka Narodowa [The National Library of Poland],NA,
325,50.05453811,19.94711324,Kraków,Kraków,Kraków,Poland,Polish,2009,2007,01/01/2007 00:00,,325,Gabriela Jaworska,Jane Eyre,Zielona Sowa,2,NA,https://goo.gl/7EZkfF,,,Biblioteka Narodowa [The National Library of Poland],NA,
,38.74615163,-9.141657738,Lisbon,Lisbon,Lisbon,Portugal,Portuguese,0,1877,01/01/1877 00:00,,,Unknown,Joanna Eyre,Zoophilo ,1,,,,"Serialised between 1877 and 1882 in Zoophilo, a periodical. Incomplete. Authorship has been attributed to Francisca Wood (1802-1900) (see Claudia Pazos Alonso, Francisca Wood and Nineteenth-Century Periodical Culture: Pressing for Change (Oxford: Legenda, 2020), and Ana Teresa Marques dos Santos, 'Quem traduziu a primeira Jane Eyre portuguesa?', forthcoming",,,
,-22.510226,-43.178497,Petrópolis,Petrópolis,Petrópolis,Brazil ,Portuguese,"1926, 1953",1916,01/01/1916 00:00,,,Unknown,Joanna Eyre,Vozes de Petrópolis,3,,,,Date is approximate,,,
339,38.74615163,-9.141657738,Lisbon,Lisbon,Lisbon,Portugal,Portuguese,"1951, 1964, 1971, 2003, 2011",1941,01/01/1941 00:00,,338,Mécia (pseud.) / João Gaspar Simões,A Paixão de Jane Eyre / The Passion of Jane Eyre,Editorial Inquérito,6,NA,,,"Abridged version. Successive editions do not mention dates, only the number of the edition. 1983 and 2004 editions are with Difel, with the title Jane Eyre; 2003 with Europa-América; 2011 with Relógio d'Agua. Later republished in Beja (2003)",,NA,
,-22.927798,-43.268882,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brazil ,Portuguese,"1943, 1944, 1946, 1954, 1956, 1958, 1960, 1964, 1965, c.1970, 2018",1942,01/01/1942 00:00,,,Sodré Viana,Jane Eyre,Irmãos Pongetti,10,,,,The c. 1970 edition is with Ediouro; 2018 edition is with Editora Nova Fronteira,,,
,-23.55754944,-46.64117764,São Paulo,São Paulo,São Paulo,Brazil ,Portuguese,0,1945,01/01/1945 00:00,,,Virgínia Silva Lefreve (sic),Jane Eyre (A Mulher Sublime) / Jane Eyre (The Sublime Woman),Edições e Publicações Brasil S.A.,1,,,,,,,
331,38.74615163,-9.141657738,Lisbon,Lisbon,Lisbon,Portugal,Portuguese,"1955, 1957, 1965, 1976",1951,01/01/1951 00:00,,334,Leyguarda Ferreira,O Grande Amor de Jane Eyre / The Great Love of Jane Eyre ,Romano Torres,5,NA,,,Slightly abridged version,,NA,
,-22.927798,-43.268882,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brazil ,Portuguese,1956,1953,01/01/1953 00:00,,,Unknown,Jane Eyre,Ebal,2,,,,"Graphic novel; published in two different periodicals: Maravilhosa (June 1953, no. 69) and Pequenina (June 1956, no. 27)",,,
341,41.16513551,-8.613112992,Porto,Porto,Porto,Portugal,Portuguese,"1977, 2012",1958,01/01/1958 00:00,,341,Maria Fernanda Cidrais,Jane Eyre,Civilização,3,NA,,,,,NA,
,-22.927798,-43.268882,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brazil ,Portuguese,0,1970,01/01/1970 00:00,,,Unknown,Jane Eyre,Editora Vecchi,1,,,,,,,
,-22.927798,-43.268882,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brazil ,Portuguese,"198?, 1996",1971,01/01/1971 00:00,,,Miécio Táti,Jane Eyre,Ediouro,3,,,,Juvenile Edition,,,
,38.74615163,-9.141657738,Lisbon,Lisbon,Lisbon,Portugal,Portuguese,1988,1974,01/01/1974 00:00,,,Maria das Mercês de Mendonça Soares,Jane Eyre,Verbo,1,,,,,,,
,38.74615163,-9.141657738,Lisbon,Lisbon,Lisbon,Portugal,Portuguese,0,1974,01/01/1974 00:00,,,Unknown,Jane Eyre,Emissora Nacional Portuguesa,0,,,,Radio version; never published,,,
342,41.16513551,-8.613112992,Porto,Porto,Porto,Portugal,Portuguese,0,1975,01/01/1975 00:00,,340,João Cabral do Nascimento,Jane Eyre,Inova,1,NA,,,,,NA,
332,38.74615163,-9.141657738,Lisbon,Lisbon,Lisbon,Portugal,Portuguese,"1987, 2007",1978,01/01/1978 00:00,,330,Maria Auta Monteiro Costa,A Paixão de Jane Eyre / The Passion of Jane Eyre,Círculo de Leitores,3,NA,,,,,NA,
,-22.927798,-43.268882,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brazil ,Portuguese,0,1983,01/01/1983 00:00,,,Marcos Santarrita,Jane Eyre,Francisco Alves,1,,,,,,,
,41.16513551,-8.613112992,Porto,Porto,Porto,Portugal,Portuguese,0,1988,01/01/1988 00:00,,,Isabel Patrícia and Martins da Rocha,Jane Eyre,Edinter,1,,,,"Juvenile edition, with illustrations. Abridged (61 pages)",,,
452,40.42516551,-3.697994628,Madrid,Madrid,Madrid,Spain,Portuguese,"1997, 2002",1994,01/01/1994 00:00,,416,Translation Agency P.A.R.,Jane Eyre,"Ediclube, S.A.P.E.",3,NA,,,,,NA,
,-23.55754944,-46.64117764,São Paulo,São Paulo,São Paulo,Brazil ,Portuguese,0,1996,01/01/1996 00:00,,,Lenita Maria Remoli Esteves and Almiro Piseta,Jane Eyre,Paz & Terra,1,,,,,,,
330,38.02051621,-7.854563319,Beja,Beja,Beja,Portugal,Portuguese,0,2003,01/01/2003 00:00,,342,Mécia (pseud.) / João Gaspar Simões,A Paixão de Jane Eyre / The Passion of Jane Eyre ,Europa-América,3,NA,,,First Beja edition of the translation originally published in Lisbon in 1941,,NA,
328,38.76099091,-9.232782832,Amadora,Amadora,Amadora,Portugal,Portuguese,0,2007,01/01/2007 00:00,,328,Unknown,Jane Eyre,Ediclube,1,NA,,,,,NA,
,-19.88785405,-43.94761716,Belo Horizonte,Belo Horizonte,Belo Horizonte,Brazil ,Portuguese,2009,2008,01/01/2008 00:00,,,Waldemar Rodrigues de Oliveira,Jane Eyre,Editora Itatiaia,2?,,,,,,,
,41.16513551,-8.613112992,Porto,Porto,Porto,Portugal,Portuguese,0,2009,01/01/2009 00:00,,,Unknown,Jane Eyre,Modo de Ler,1,,,,,,,
,-23.55754944,-46.64117764,São Paulo,São Paulo,São Paulo,Brazil ,Portuguese,2016,2010,01/01/2010 00:00,,,Doris Goettems,Jane Eyre,Landmark,2,,,,Bilingual and illustrated,,,
335,38.74615163,-9.141657738,Lisbon,Lisbon,Lisbon,Portugal,Portuguese,0,2011,01/01/2011 00:00,,333,Alice Rocha,Jane Eyre ,Presença,1,NA,,,,,NA,
,-22.927798,-43.268882,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brazil ,Portuguese,"2013, 2014, 2016, 2018?",2011,01/01/2011 00:00,,,Heloísa Seixas,Jane Eyre,Edições Bestbolso,5?,,,,,,,
,41.186261,-8.696258,Matosinhos,Matosinhos,Matosinhos,Portugal,Portuguese,2012,2011,01/01/2011 00:00,,,Mafalda Dias ,Jane Eyre,Book.it,2,,,,,,,
,-23.55754944,-46.64117764,São Paulo,São Paulo,São Paulo,Brazil ,Portuguese,0,2014,01/01/2014 00:00,,,Carlos Duarte and Anna Duarte,Jane Eyre,Martin Claret,1,,,,,,,
,-22.927798,-43.268882,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brazil ,Portuguese,0,2018,01/01/2018 00:00,,,Adriana Lisboa,Jane Eyre,Zahar,1,,,,With notes and illustrations,,,
,-23.55754944,-46.64117764,São Paulo,São Paulo,São Paulo,Brazil ,Portuguese,0,2018,01/01/2018 00:00,,,Unknown,Jane Eyre,Folha São Paulo,1,,,,,,,
170,30.34501257,76.39122884,Patiala,Patiala,Patiala,India,Punjabi,0,1981,01/01/1981 00:00,,169,Kesar Singh Uberoi,ਸਰਵੇਤਮ ਵਿਸ਼ਵ ਮਾਰਿਤ ਜੇਨ ਆਇਰ / The World-Renowned Jane Eyre ,Bhāṣā Vibhāg (Department of Language),1,NA,,,Likely abridged,IT,NA,
347,44.42893795,26.08893257,Bucharest,Bucharest,Bucharest,Romania,Romanian,0,1930,01/01/1930 00:00,,347,Unknown,Singură pe lume : Jane Eyre : roman / The Only One in the World ,"Editura ziarului ""Universul""",1,NA,,,,WorldCat,NA,
343,44.42893795,26.08893257,Bucharest,Bucharest,Bucharest,Romania,Romanian,"1966, 1970, 1972, 1991",1956,01/01/1956 00:00,,343,Paul B. Marian and Dumitru Mazilu,Jane Eyre,Editura de Stat pentru Literatură şi Artă,5,NA,,,"Later republished in Chișinău, Moldova (2004)",WorldCat,NA,
544,40.72787716,-73.99786237,New York,New York,New York,USA,Romanian,0,1982,01/01/1982 00:00,,543,Unknown,Jane Eyre,Washington Square Press,1,NA,,,,WorldCat,NA,
346,44.42893795,26.08893257,Bucharest,Bucharest,Bucharest,Romania,Romanian,0,1993,01/01/1993 00:00,,346,Unknown,Jane Eyre,Prietenii Cărţii,1,NA,,,,IT,NA,
344,44.42893795,26.08893257,Bucharest,Bucharest,Bucharest,Romania,Romanian,"2013, 2015",2005,01/01/2005 00:00,,344,Mirella Acsente and Cornel Mihai Ionescu,Jane Eyre,Leda,2,NA,,,With a preface by Cornel Mihai Ionescu. 2015 edition is with Editura Corint,IT,NA,
345,44.42893795,26.08893257,Bucharest,Bucharest,Bucharest,Romania,Romanian,0,2009,01/01/2009 00:00,,345,Radu Lazăr,Jane Eyre,Adevărul Holding : Leda,1,NA,https://www.dropbox.com/s/32uug5bs285z2cz/2009%20Laz%C4%83r.jpg?dl=0,,,WorldCat,NA,
,44.42893795,26.08893257,Bucharest,Bucharest,Bucharest,Romania,Romanian,0,2017,01/01/2017 00:00,,,Graal Soft,Jane Eyre,Rao Books,,,,,"Translation by a company, Graal Soft, that offers interpreting and translation services, including literary translation",Libris,,
,46.7063421,8.856630592,Mustér ,Mustér ,Mustér ,Switzerland,Romansch,0,1971,01/01/1971 00:00,,,Ida Columberg-Nay,Giuanna Eyre: Roman / Jane Eyre: Novel,In Calender Romontsch ,,,,,"Vol. 112, pp. [49]–171. Published by Stamparia de Pl. Condrau. Source: Jay Dillon Rare Books + Manuscripts",,,
376,59.95086979,30.28333756,St Petersburg,St Petersburg,St Petersburg,Russia,Russian,0,1849,01/01/1849 00:00,,376,Irinarkh Vvedenskiĭ,Дженни Иръ / Dzhenni Ir. Roman / Jane Eyre. Novel,Otechestvennye zapiski,1,NA,,,,,NA,
373,59.95086979,30.28333756,St Petersburg,St Petersburg,St Petersburg,Russia,Russian,0,1849,01/01/1849 00:00,,373,Unknown,Литературныя новости Англiи: Дженни Иръ: Автобiографiя (Literaturnyia novosti v Anglii: Dzhenni Ir'': Avtobiografiia) / England's Literary News: Jane Eyre: Autobiography,Biblioteka dlia chteniia,1,NA,,,"Vol. 94/2, Seg. 7, pp 151-172. Summary with translated excerpts",,NA,
371,59.95086979,30.28333756,St Petersburg,St Petersburg,St Petersburg,Russia,Russian,0,1850,01/01/1850 00:00,,371,Unknown,Джен Эйр / Dzhen Eĭr. Roman Korrer Bellia / Jane Eyre: Novel by Currer Bell,Sovremennik,1,NA,,,"Vol. 21/6, pp. 31–38: magazine publication of a short summary of the novel, including excerpts from Irinarkh Vvedenskiĭ's translation (St Petersburg, 1949)",,NA,
372,59.95086979,30.28333756,St Petersburg,St Petersburg,St Petersburg,Russia,Russian,0,1857,01/01/1857 00:00,,372,S. I. Koshlakova,"Дженни Эйръ или записки гувернантки / Dzhenni Ėĭr, ili zapiski guvernantki / Jane Eyre, or The Memoirs of a Governess","Biblioteka dlia dach, parokhodov I zheleznykh dorog.",1,NA,,,"From the 1849 French edition Jane Eyre. Mémoires d'une gouvernante, translated by 'Old Nick' and published in Brussels",,NA,
375,59.95086979,30.28333756,St Petersburg,St Petersburg,St Petersburg,Russia,Russian,0,1893,01/01/1893 00:00,,375,V. D. Vladimirov (alias of Vladimir Dmitrievich Vol'fson),"Дженни Эйръ: Ловудская сирота. Романъ-автобиография в двухъ частяхъ / Dzhenni Ėĭr”, Lovudskaia sirota. Roman”-avtobiografiia v dvukh” chastiakh” / Jane Eyre, the Orphan of Lowood. Novel-Autobiography in two parts",Lederle i Ko,1,NA,,,,,NA,
374,59.95086979,30.28333756,St Petersburg,St Petersburg,St Petersburg,Russia,Russian,0,1901,01/01/1901 00:00,,374,Unknown,Джени Эйръ. Исторiя моей жизни / Dzheni Ėĭr''. Istoriia moeĭ zhizni / Jane Eyre: The Story of my Life ,IUnyĭ chitatel': zhurnal” dlia dieteĭ starshago vozrasta,1,NA,,,Abridged for a juvenile audience,,NA,
358,55.75881223,37.62485951,Moscow,Moscow,Moscow,Russia,Russian,"1952, 1952, 1957, 1960, 1983, 1983, 1988, 1989, 1989, 1989, 1990, 1990, 1991, 1992, 1992, 1992, 1992, 1992, 1992, 1993, 1993, 1994, 1996, 1998, 1998, 2004, 2005, 2005, 2007, 2008, 2008, 2008, 2009, 2009, 2010, 2010, 2010, 2010, 2011, 2011, 2011, 2012, 2013, 2013, 2014, 2014, 2015, 2015, 2015, 2016, 2016, 2016, 2016, 2016, 2017, 2018, 2018, 2018, 2018, 2019, 2020, 2020, 2020, 2020",1950,01/01/1950 00:00,,356,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Goslitizdat,1,NA,,,"Moscow edition of the Stanevich translation simultaneously published in St Petersburg; 1952(i) is with Goslitizdat; 1983(i), 1988, and 1989(i) with Pravda; 1989(ii), 1990(i), and 1994 with Khudozh; 1991 with Detskaja literatura; 1992(i) with Sovetskii pisatel'; 1992(ii) and 1998(i) with OLMA-PRESS; 1992(iii) with Dom; 1992(iv) with Knamenitaya kniga; 1992(v), 1992(vi), and 1993(i) with Korum; 1993(ii) with IPF Zeus; 1996 with Izvestia; 1998(ii), 2004, 2005(i), 2005(ii), 2007, 2008(i), 2008(ii), 2008(iii), 2009(i), 2009(ii), 2010(i), 2010(ii), 2011(i), 2011(ii), 2013(i), 2014(i), 2014(ii), 2015(i), 2015(ii), 2016(i), 2016(ii), 2016(iii), 2016(iv), 2016(v), 2018(i), 2018(ii), 2018(iii), 2018(iv), 2019, 2020(i), 2020(ii), 2020(iii), and 2020(iv) with Eksmo; 2010(iii), 2011(iii), 2013(ii) and 2015(iii) with RIPOL klassik; 2010(iv) with Profizdat; 2012 with Martin; 2017 with Pesochnye chasy. The following Moscow editions are by unknown translators, but most probably reprint the Stanevich text: 1952(ii) with Khud lit, 1957 with Vysheĭsh. Shk., 1960 with Izd-vo Pravda, 1983(ii) with Yuzhnaia Zvezda, 1989(iii) with Khudozhestvennaia literatura, and 1990(ii) with Detskaja literatura. This translation was much republished throughout the Soviet Union",,NA,
,59.95086979,30.28333756,St Petersburg,St Petersburg,St Petersburg,Russia,Russian,"1955, 1992, 2009, 2021",1950,01/01/1950 00:00,,,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Goslitizdat: 2ja fabrika detskoj knigi Detgiza,,,,,St Petersburg edition of the Stanevich translation published simultaneously in Moscow. Subsequent printings with the same publisher except: 1955 edition is with Lenizdat; 2009 with Leningradskoe izdatel'stvo; 2021 with Kacheli. This translation was much republished throughout the Soviet Union,,,
,43.231371,76.860352,Alma-Ata,Almaty,Almaty,Kazakhstan,Russian,0,1956,01/01/1956 00:00,,,V. O. Stanevich,Джен Эйр  / Dzhen Eĭr / Jane Eyre,Kazgoslitizdat,,,,,First Alma-Ata edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,,
537,50.46574911,30.52768781,Kiev,Kiev,Kiev,Ukraine,Russian,0,1956,01/01/1956 00:00,,535,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Radi︠a︡nsʹkyĭ pisʹmennyk,1,NA,,,First Kiev edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,NA,
27,53.89726145,27.54573439,Minsk,Minsk,Minsk,Belarus,Russian,0,1957,01/01/1957 00:00,,27,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Gosizdat BSSR,1,NA,,,First Minsk edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,NA,
,53.361605,83.72076,Barnaul,Barnaul,Barnaul,Russia,Russian,0,1958,01/01/1958 00:00,,,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Altaiskoe kn. Izdatel'stvo and Gorʹkovskoe knizhnoe izd-vo,,,,,First Barnaul edition of the translation originally published in Moscow and St Petersburg in 1950,,,
348,56.29595317,43.91662669,Gorkii,Nijnij Novgorod,Gorkii,Russia,Russian,0,1958,01/01/1958 00:00,,348,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Gorʹkovskoe knizhnoe izd-vo,1,NA,,,First Gorkii edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,NA,
,41.298769,69.257348,Tashkent,Tashkent,Tashkent,Uzbekistan,Russian,0,1959,01/01/1959 00:00,,,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Goslitizdat USSR,1,NA,,,First Tashkent edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,NA,
,45.04652287,38.98720767,Krasnodar,Krasnodar,Krasnodar,Russia,Russian,0,1985,01/01/1985 00:00,,360,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Krasnodarskoe knizhnoe izdatelʹstvo,1,NA,,,First Krasnodar edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,NA,
,42.970764,47.508222,Makhachkala,Makhachkala,Makhachkala,Russia,Russian,0,1986,01/01/1986 00:00,,,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Khudozhestvennaia literatura,,,,,First Makhachkala edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,,
,54.204159,45.179389,Saransk,Saransk,Saransk,Russia,Russian,1989,1988,01/01/1988 00:00,,,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Mordovskoe kn. Izdatel'stvo,,,,,First Saransk edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,,
15,40.38003241,49.84563233,Baku,Baku,Baku,Azerbaijan,Russian,0,1989,01/01/1989 00:00,,15,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,I︠A︡zychy,1,NA,,,First Baku edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,NA,
,40.38003241,49.84563233,Baku,Baku,Baku,Azerbaijan,Russian,0,1990,01/01/1990 00:00,,,Unknown,Джен Эйр / Dzhen Eĭr / Jane Eyre,I︠A︡zychy,,,,,"May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)",,,
,51.562122,45.99225,Saratov,Saratov,Saratov,Russia,Russian,0,1990,01/01/1990 00:00,,,Unknown,Джен Эйр / Dzhen Eĭr / Jane Eyre,"Privolzhskoe kn. Izdatel'stvo: SO NPO ""Insolar""",,,,,"May reproduce either the original Stanevich translation or the text as augmented by Gurova (Moscow, 1990)",,,
,51.675643,39.193778,Voronezh,Voronezh,Voronezh,Russia,Russian,0,1990,01/01/1990 00:00,,,V. O. Stanevich,Джен Эйр / Dzhen Eĭr / Jane Eyre,Tsentral'no-Chernozemskoe kn. Izdatel'stvo,,,,,First Voronezh edition of the Stanevich translation originally published in Moscow and St Petersburg in 1950,,,
357,55.75881223,37.62485951,Moscow,Moscow,Moscow,Russia,Russian,0,1990,01/01/1990 00:00,,355,"V. O. Stanevich, I. G. Gurova",Джен Эйр / Dzhen Eĭr / Jane Eyre,Khudozhestvennaia literatura,1,NA,https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Russian/1990%20Stanevich%20with%20Gurova.jpg?role=personal,,This is Stanevich's 1950 translation with the censored-out passages restored by Gurova,,NA,
